number,time_in_system_days
57186,0.8224652777777778
57185,0.0158680555555555
57184,4.839699074074074
57182,68.05625
57180,0.0419328703703703
57179,0.0422569444444444
57175,0.1487731481481481
57174,1.460740740740741
57173,1.2085300925925926
57172,34.32788194444444
57169,0.2798611111111111
57167,0.3935069444444444
57164,10.433483796296295
57163,1.937349537037037
57162,0.7018402777777778
57160,0.0651041666666666
57159,0.14625
57157,0.103287037037037
57156,0.8676851851851852
57153,0.0503125
57146,0.0336226851851851
57145,2.6590162037037035
57144,0.5804976851851852
57143,0.0969212962962963
57142,0.0982291666666666
57141,0.0985185185185185
57140,1.7072337962962962
57139,0.0598379629629629
57136,1.1883333333333332
57135,0.0325810185185185
57134,0.0390162037037037
57133,0.0416666666666666
57132,0.0642129629629629
57131,0.0552199074074074
57127,2.393715277777778
57126,0.4581481481481481
57122,0.7552314814814814
57121,11.919340277777778
57120,0.1590162037037037
57118,3.2149074074074075
57117,1.3444675925925926
57116,0.6062731481481481
57114,1.397800925925926
57112,3.386111111111111
57109,3.658622685185185
57108,1.8213194444444445
57105,0.0657407407407407
57103,5.561909722222223
57102,2.8925578703703705
57101,2.6827199074074075
57096,6.607754629629629
57091,0.1556597222222222
57090,0.0472569444444444
57089,2.2205902777777777
57086,0.0565046296296296
57084,0.2125462962962963
57081,0.6474421296296297
57079,2.927048611111111
57078,0.7739583333333333
57072,0.0680902777777777
57062,0.6318055555555555
57061,5.053761574074074
57060,8.7896875
57059,0.7332986111111112
57058,0.0789699074074074
57057,0.2401967592592592
57046,2.534710648148148
57042,14.28181712962963
57034,2.204699074074074
57029,0.2768865740740741
57026,6.312986111111111
57025,0.4504629629629629
57023,1.046099537037037
57021,0.0411689814814814
57020,0.0480787037037037
57018,0.040625
57015,7.083599537037037
57014,0.1525694444444444
57013,0.0583217592592592
57011,0.2242129629629629
57009,0.2873958333333333
57005,0.2704861111111111
56998,0.7475925925925926
56997,1.8797106481481485
56993,10.314131944444444
56990,1.9769328703703704
56989,1.0294328703703703
56987,0.0195949074074074
56986,0.0208217592592592
56985,2.2657291666666666
56983,0.1074537037037037
56982,1.3206481481481482
56981,26.202337962962964
56980,0.0652662037037037
56974,3.358726851851852
56971,2.4880092592592598
56970,2.218425925925926
56969,0.0215856481481481
56967,0.0708449074074074
56964,0.0957638888888888
56963,0.048136574074074
56962,0.0478935185185185
56961,0.0529861111111111
56960,0.0712152777777777
56953,0.5482986111111111
56952,0.5407638888888889
56950,0.0453356481481481
56949,0.5938078703703704
56948,3.980636574074074
56947,0.0926157407407407
56945,19.69922453703704
56944,0.0581944444444444
56943,0.154849537037037
56941,4.0459606481481485
56938,0.4835879629629629
56937,0.6839236111111111
56933,0.0242824074074074
56931,0.0195717592592592
56930,0.0638888888888888
56928,14.209398148148148
56926,1.2191435185185184
56925,0.3197222222222222
56924,0.0481712962962962
56922,2.538923611111111
56921,37.78605324074074
56919,0.7014467592592593
56916,0.058287037037037
56915,0.0739814814814814
